enNu(GeV),kappa_inf,kappa_th,kappa_h,kappa_10,kappa_1
7.988018e+05,1.515757e-16,2.474705e-15,2.054005e-14,7.622090e-14,1.002255e-13
1.057768e+06,4.286493e-17,6.998355e-16,5.808635e-15,2.155493e-14,2.834334e-14
1.400688e+06,2.843655e-17,4.642703e-16,3.853443e-15,1.429952e-14,1.880295e-14
1.854781e+06,4.304190e-17,7.027249e-16,5.832617e-15,2.164393e-14,2.846036e-14
2.456088e+06,4.326424e-17,7.063550e-16,5.862746e-15,2.175573e-14,2.860738e-14
3.252334e+06,5.322597e-17,8.689954e-16,7.212662e-15,2.676506e-14,3.519432e-14
4.306717e+06,5.174132e-17,8.447562e-16,7.011476e-15,2.601849e-14,3.421262e-14
5.702924e+06,1.052954e-16,1.719109e-15,1.426860e-14,5.294856e-14,6.962392e-14
7.551770e+06,1.830076e-16,2.987880e-15,2.479940e-14,9.202670e-14,1.210091e-13
1.000000e+07,2.309796e-16,3.771096e-15,3.130010e-14,1.161498e-13,1.527294e-13
1.324193e+07,4.048665e-16,6.610066e-15,5.486355e-14,2.035900e-13,2.677077e-13
1.753487e+07,4.683032e-16,7.645766e-15,6.345986e-14,2.354896e-13,3.096535e-13
2.321954e+07,6.826414e-16,1.114517e-14,9.250487e-14,3.432711e-13,4.513792e-13
3.074715e+07,8.738714e-16,1.426729e-14,1.184185e-13,4.394325e-13,5.778252e-13
4.071516e+07,1.640017e-15,2.677579e-14,2.222391e-13,8.246944e-13,1.084420e-12
5.391472e+07,2.664777e-15,4.350656e-14,3.611044e-13,1.340002e-12,1.762016e-12
7.139348e+07,4.400919e-15,7.185175e-14,5.963695e-13,2.213034e-12,2.909996e-12
9.453873e+07,4.979185e-15,8.129281e-14,6.747303e-13,2.503819e-12,3.292359e-12
1.251875e+08,5.678257e-15,9.270624e-14,7.694618e-13,2.855352e-12,3.754603e-12
1.657724e+08,4.396411e-15,7.177813e-14,5.957585e-13,2.210766e-12,2.907014e-12
2.195146e+08,3.078836e-15,5.026670e-14,4.172136e-13,1.548214e-12,2.035801e-12
2.906797e+08,2.453345e-15,4.005461e-14,3.324532e-13,1.233682e-12,1.622212e-12
3.849159e+08,1.986386e-15,3.243079e-14,2.691756e-13,9.988685e-13,1.313447e-12
5.097029e+08,1.864810e-15,3.044587e-14,2.527007e-13,9.377328e-13,1.233058e-12
6.749449e+08,2.785837e-14,4.548305e-13,3.775093e-12,1.400878e-11,1.842064e-11
8.937571e+08,2.808280e-14,4.584946e-13,3.805505e-12,1.412163e-11,1.856903e-11
1.183507e+09,2.435268e-14,3.975948e-13,3.300037e-12,1.224592e-11,1.610259e-11
1.567191e+09,2.045567e-14,3.339700e-13,2.771951e-12,1.028628e-11,1.352579e-11
2.075263e+09,2.109194e-14,3.443583e-13,2.858174e-12,1.060623e-11,1.394651e-11
2.748048e+09,1.646599e-14,2.688326e-13,2.231310e-12,8.280043e-12,1.088772e-11
3.638946e+09,1.281786e-14,2.092712e-13,1.736951e-12,6.445554e-12,8.475485e-12
4.818666e+09,5.811882e-15,9.488787e-14,7.875693e-13,2.922547e-12,3.842959e-12
6.380843e+09,1.029213e-15,1.680347e-14,1.394688e-13,5.175470e-13,6.805407e-13
8.449466e+09,1.046871e-16,1.709176e-15,1.418616e-14,5.264263e-14,6.922164e-14
1.118872e+10,4.356483e-30,7.112625e-29,5.903479e-28,2.190689e-27,2.880613e-27
1.481603e+10,4.356483e-30,7.112625e-29,5.903479e-28,2.190689e-27,2.880613e-27
1.961927e+10,4.356483e-30,7.112625e-29,5.903479e-28,2.190689e-27,2.880613e-27
2.597970e+10,4.356483e-30,7.112625e-29,5.903479e-28,2.190689e-27,2.880613e-27
3.440213e+10,4.356483e-30,7.112625e-29,5.903479e-28,2.190689e-27,2.880613e-27
4.555506e+10,4.356483e-30,7.112625e-29,5.903479e-28,2.190689e-27,2.880613e-27
6.032368e+10,4.356483e-30,7.112625e-29,5.903479e-28,2.190689e-27,2.880613e-27
7.988018e+10,4.356483e-30,7.112625e-29,5.903479e-28,2.190689e-27,2.880613e-27
1.057768e+11,4.356483e-30,7.112625e-29,5.903479e-28,2.190689e-27,2.880613e-27
1.400688e+11,4.356483e-30,7.112625e-29,5.903479e-28,2.190689e-27,2.880613e-27
1.854781e+11,4.356483e-30,7.112625e-29,5.903479e-28,2.190689e-27,2.880613e-27
2.456088e+11,4.356483e-30,7.112625e-29,5.903479e-28,2.190689e-27,2.880613e-27
3.252334e+11,4.356483e-30,7.112625e-29,5.903479e-28,2.190689e-27,2.880613e-27
4.306717e+11,4.356483e-30,7.112625e-29,5.903479e-28,2.190689e-27,2.880613e-27
5.702924e+11,4.356483e-30,7.112625e-29,5.903479e-28,2.190689e-27,2.880613e-27
7.551770e+11,4.356483e-30,7.112625e-29,5.903479e-28,2.190689e-27,2.880613e-27
