enNu(GeV),kappa_inf,kappa_th,kappa_h,kappa_10,kappa_1
4.818666e+04,9.018749e-17,1.472449e-15,1.222132e-14,4.535142e-14,5.963418e-14
6.380843e+04,1.259192e-16,2.055824e-15,1.706334e-14,6.331938e-14,8.326087e-14
8.449466e+04,1.416384e-16,2.312464e-15,1.919345e-14,7.122388e-14,9.365478e-14
1.118872e+05,1.815426e-16,2.963961e-15,2.460088e-14,9.129001e-14,1.200404e-13
1.481603e+05,2.342174e-16,3.823957e-15,3.173884e-14,1.177779e-13,1.548703e-13
1.961927e+05,3.341488e-16,5.455491e-15,4.528058e-14,1.680291e-13,2.209474e-13
2.597970e+05,3.764287e-16,6.145775e-15,5.100993e-14,1.892899e-13,2.489039e-13
3.440213e+05,4.747800e-16,7.751510e-15,6.433754e-14,2.387465e-13,3.139362e-13
4.555506e+05,4.381973e-16,7.154241e-15,5.938020e-14,2.203506e-13,2.897468e-13
6.032368e+05,3.243459e-16,5.295443e-15,4.395218e-14,1.630997e-13,2.144655e-13
7.988018e+05,1.846803e-16,3.015188e-15,2.502606e-14,9.286780e-14,1.221151e-13
1.057768e+06,5.389852e-17,8.799758e-16,7.303799e-15,2.710325e-14,3.563902e-14
1.400688e+06,3.898587e-17,6.365040e-16,5.282984e-15,1.960432e-14,2.577841e-14
1.854781e+06,5.962820e-17,9.735216e-16,8.080229e-15,2.998446e-14,3.942762e-14
2.456088e+06,5.827660e-17,9.514547e-16,7.897074e-15,2.930480e-14,3.853392e-14
3.252334e+06,6.970976e-17,1.138119e-15,9.446384e-15,3.505405e-14,4.609380e-14
4.306717e+06,6.588891e-17,1.075737e-15,8.928620e-15,3.313271e-14,4.356736e-14
5.702924e+06,1.303735e-16,2.128547e-15,1.766694e-14,6.555924e-14,8.620614e-14
7.551770e+06,2.203200e-16,3.597061e-15,2.985560e-14,1.107895e-13,1.456810e-13
1.000000e+07,2.703729e-16,4.414251e-15,3.663829e-14,1.359589e-13,1.787772e-13
1.324193e+07,4.607934e-16,7.523157e-15,6.244221e-14,2.317133e-13,3.046879e-13
1.753487e+07,5.182346e-16,8.460972e-15,7.022607e-14,2.605980e-13,3.426694e-13
2.321954e+07,7.345084e-16,1.199197e-14,9.953338e-14,3.693528e-13,4.856749e-13
3.074715e+07,9.142322e-16,1.492624e-14,1.238878e-13,4.597282e-13,6.045127e-13
4.071516e+07,1.668255e-15,2.723681e-14,2.260655e-13,8.388937e-13,1.103091e-12
5.391472e+07,2.635600e-15,4.303021e-14,3.571508e-13,1.325331e-12,1.742724e-12
7.139348e+07,4.232209e-15,6.909728e-14,5.735074e-13,2.128196e-12,2.798440e-12
9.453873e+07,4.655719e-15,7.601174e-14,6.308974e-13,2.341162e-12,3.078475e-12
1.251875e+08,5.162362e-15,8.428346e-14,6.995527e-13,2.595931e-12,3.413480e-12
1.657724e+08,3.886302e-15,6.344983e-14,5.266336e-13,1.954255e-12,2.569718e-12
2.195146e+08,2.646243e-15,4.320396e-14,3.585929e-13,1.330682e-12,1.749760e-12
2.906797e+08,2.050249e-15,3.347345e-14,2.778296e-13,1.030982e-12,1.355675e-12
3.849159e+08,1.614049e-15,2.635181e-14,2.187201e-13,8.116359e-13,1.067248e-12
5.097029e+08,1.473304e-15,2.405394e-14,1.996477e-13,7.408613e-13,9.741845e-13
6.749449e+08,2.697248e-14,4.403670e-13,3.655046e-12,1.356330e-11,1.783486e-11
8.937571e+08,2.643689e-14,4.316227e-13,3.582469e-12,1.329398e-11,1.748072e-11
1.183507e+09,2.229060e-14,3.639282e-13,3.020604e-12,1.120899e-11,1.473909e-11
1.567191e+09,1.820511e-14,2.972264e-13,2.466979e-12,9.154572e-12,1.203767e-11
2.075263e+09,1.825161e-14,2.979856e-13,2.473280e-12,9.177955e-12,1.206841e-11
2.748048e+09,1.385407e-14,2.261890e-13,1.877368e-12,6.966620e-12,9.160653e-12
3.638946e+09,1.048601e-14,1.712001e-13,1.420961e-12,5.272963e-12,6.933604e-12
4.818666e+09,4.622917e-15,7.547620e-14,6.264525e-13,2.324667e-12,3.056786e-12
6.380843e+09,7.959932e-16,1.299581e-14,1.078652e-13,4.002709e-13,5.263302e-13
8.449466e+09,7.872308e-17,1.285275e-15,1.066778e-14,3.958646e-14,5.205363e-14
1.118872e+10,4.341387e-30,7.087979e-29,5.883022e-28,2.183098e-27,2.870631e-27
1.481603e+10,4.341387e-30,7.087979e-29,5.883022e-28,2.183098e-27,2.870631e-27
1.961927e+10,4.341387e-30,7.087979e-29,5.883022e-28,2.183098e-27,2.870631e-27
2.597970e+10,4.341387e-30,7.087979e-29,5.883022e-28,2.183098e-27,2.870631e-27
3.440213e+10,4.341387e-30,7.087979e-29,5.883022e-28,2.183098e-27,2.870631e-27
4.555506e+10,4.341387e-30,7.087979e-29,5.883022e-28,2.183098e-27,2.870631e-27
6.032368e+10,4.341387e-30,7.087979e-29,5.883022e-28,2.183098e-27,2.870631e-27
7.988018e+10,4.341387e-30,7.087979e-29,5.883022e-28,2.183098e-27,2.870631e-27
1.057768e+11,4.341387e-30,7.087979e-29,5.883022e-28,2.183098e-27,2.870631e-27
1.400688e+11,4.341387e-30,7.087979e-29,5.883022e-28,2.183098e-27,2.870631e-27
1.854781e+11,4.341387e-30,7.087979e-29,5.883022e-28,2.183098e-27,2.870631e-27
2.456088e+11,4.341387e-30,7.087979e-29,5.883022e-28,2.183098e-27,2.870631e-27
3.252334e+11,4.341387e-30,7.087979e-29,5.883022e-28,2.183098e-27,2.870631e-27
4.306717e+11,4.341387e-30,7.087979e-29,5.883022e-28,2.183098e-27,2.870631e-27
5.702924e+11,4.341387e-30,7.087979e-29,5.883022e-28,2.183098e-27,2.870631e-27
7.551770e+11,4.341387e-30,7.087979e-29,5.883022e-28,2.183098e-27,2.870631e-27
