enNu(GeV),kappa_inf,kappa_th,kappa_h,kappa_10,kappa_1
2.597970e+05,8.584386e-17,1.401532e-15,1.163272e-14,4.316720e-14,5.676206e-14
3.440213e+05,1.245933e-16,2.034176e-15,1.688366e-14,6.265261e-14,8.238411e-14
4.555506e+05,1.319193e-16,2.153785e-15,1.787642e-14,6.633658e-14,8.722829e-14
6.032368e+05,1.122407e-16,1.832501e-15,1.520976e-14,5.644103e-14,7.421629e-14
7.988018e+05,7.036432e-17,1.148805e-15,9.535084e-15,3.538320e-14,4.652661e-14
1.057768e+06,1.890390e-17,3.086351e-16,2.561671e-15,9.505960e-15,1.249972e-14
1.400688e+06,8.798393e-18,1.436472e-16,1.192272e-15,4.424335e-15,5.817713e-15
1.854781e+06,1.168559e-17,1.907851e-16,1.583516e-15,5.876181e-15,7.726796e-15
2.456088e+06,1.314222e-17,2.145668e-16,1.780905e-15,6.608658e-15,8.689956e-15
3.252334e+06,1.809021e-17,2.953504e-16,2.451408e-15,9.096792e-15,1.196169e-14
4.306717e+06,1.967605e-17,3.212417e-16,2.666306e-15,9.894244e-15,1.301029e-14
5.702924e+06,4.480129e-17,7.314497e-16,6.071032e-15,2.252865e-14,2.962371e-14
7.551770e+06,8.712258e-17,1.422409e-15,1.180600e-14,4.381021e-14,5.760758e-14
1.000000e+07,1.230313e-16,2.008674e-15,1.667200e-14,6.186717e-14,8.135132e-14
1.324193e+07,2.412872e-16,3.939383e-15,3.269688e-14,1.213330e-13,1.595450e-13
1.753487e+07,3.122699e-16,5.098284e-15,4.231575e-14,1.570271e-13,2.064805e-13
2.321954e+07,5.093028e-16,8.315148e-15,6.901573e-14,2.561066e-13,3.367635e-13
3.074715e+07,7.294768e-16,1.190982e-14,9.885155e-14,3.668226e-13,4.823479e-13
4.071516e+07,1.531768e-15,2.500845e-14,2.075701e-13,7.702603e-13,1.012842e-12
5.391472e+07,2.784747e-15,4.546526e-14,3.773616e-13,1.400330e-12,1.841343e-12
7.139348e+07,5.145752e-15,8.401227e-14,6.973019e-13,2.587578e-12,3.402497e-12
9.453873e+07,6.513946e-15,1.063501e-13,8.827061e-13,3.275584e-12,4.307180e-12
1.251875e+08,8.311539e-15,1.356986e-13,1.126298e-12,4.179517e-12,5.495793e-12
1.657724e+08,7.200209e-15,1.175544e-13,9.757018e-13,3.620677e-12,4.760955e-12
2.195146e+08,5.641750e-15,9.211021e-14,7.645147e-13,2.836994e-12,3.730463e-12
2.906797e+08,5.029982e-15,8.212215e-14,6.816138e-13,2.529362e-12,3.325947e-12
3.849159e+08,4.556717e-15,7.439537e-14,6.174816e-13,2.291378e-12,3.013013e-12
5.097029e+08,4.786338e-15,7.814429e-14,6.485976e-13,2.406844e-12,3.164844e-12
6.749449e+08,3.170261e-14,5.175936e-13,4.296027e-12,1.594188e-11,2.096254e-11
8.937571e+08,3.575692e-14,5.837865e-13,4.845428e-12,1.798062e-11,2.364335e-11
1.183507e+09,3.469342e-14,5.664232e-13,4.701312e-12,1.744583e-11,2.294014e-11
1.567191e+09,3.260576e-14,5.323390e-13,4.418414e-12,1.639604e-11,2.155973e-11
2.075263e+09,3.761646e-14,6.141462e-13,5.097414e-12,1.891570e-11,2.487292e-11
2.748048e+09,3.285714e-14,5.364430e-13,4.452477e-12,1.652245e-11,2.172594e-11
3.638946e+09,2.861791e-14,4.672311e-13,3.878019e-12,1.439072e-11,1.892286e-11
4.818666e+09,1.451843e-14,2.370355e-13,1.967395e-12,7.300694e-12,9.599939e-12
6.380843e+09,2.876659e-15,4.696586e-14,3.898167e-13,1.446549e-12,1.902117e-12
8.449466e+09,3.273834e-16,5.345035e-15,4.436379e-14,1.646271e-13,2.164739e-13
1.118872e+10,4.417393e-30,7.212070e-29,5.986018e-28,2.221317e-27,2.920888e-27
1.481603e+10,4.417393e-30,7.212070e-29,5.986018e-28,2.221317e-27,2.920888e-27
1.961927e+10,4.417393e-30,7.212070e-29,5.986018e-28,2.221317e-27,2.920888e-27
2.597970e+10,4.417393e-30,7.212070e-29,5.986018e-28,2.221317e-27,2.920888e-27
3.440213e+10,4.417393e-30,7.212070e-29,5.986018e-28,2.221317e-27,2.920888e-27
4.555506e+10,4.417393e-30,7.212070e-29,5.986018e-28,2.221317e-27,2.920888e-27
6.032368e+10,4.417393e-30,7.212070e-29,5.986018e-28,2.221317e-27,2.920888e-27
7.988018e+10,4.417393e-30,7.212070e-29,5.986018e-28,2.221317e-27,2.920888e-27
1.057768e+11,4.417393e-30,7.212070e-29,5.986018e-28,2.221317e-27,2.920888e-27
1.400688e+11,4.417393e-30,7.212070e-29,5.986018e-28,2.221317e-27,2.920888e-27
1.854781e+11,4.417393e-30,7.212070e-29,5.986018e-28,2.221317e-27,2.920888e-27
2.456088e+11,4.417393e-30,7.212070e-29,5.986018e-28,2.221317e-27,2.920888e-27
3.252334e+11,4.417393e-30,7.212070e-29,5.986018e-28,2.221317e-27,2.920888e-27
4.306717e+11,4.417393e-30,7.212070e-29,5.986018e-28,2.221317e-27,2.920888e-27
5.702924e+11,4.417393e-30,7.212070e-29,5.986018e-28,2.221317e-27,2.920888e-27
7.551770e+11,4.417393e-30,7.212070e-29,5.986018e-28,2.221317e-27,2.920888e-27
