enNu(GeV),kappa_inf,kappa_th,kappa_h,kappa_10,kappa_1
8.449466e+04,4.165388e-17,6.800633e-16,5.644525e-15,2.094595e-14,2.754256e-14
1.118872e+05,5.808158e-17,9.482707e-16,7.870647e-15,2.920674e-14,3.840496e-14
1.481603e+05,8.152002e-17,1.330939e-15,1.104679e-14,4.099292e-14,5.390303e-14
1.961927e+05,1.265233e-16,2.065686e-15,1.714520e-14,6.362314e-14,8.366030e-14
2.597970e+05,1.550596e-16,2.531585e-15,2.101216e-14,7.797282e-14,1.025292e-13
3.440213e+05,2.127618e-16,3.473662e-15,2.883140e-14,1.069888e-13,1.406833e-13
4.555506e+05,2.131485e-16,3.479975e-15,2.888380e-14,1.071832e-13,1.409390e-13
6.032368e+05,1.714995e-16,2.799992e-15,2.323993e-14,8.623975e-14,1.133997e-13
7.988018e+05,1.028960e-16,1.679934e-15,1.394345e-14,5.174197e-14,6.803733e-14
1.057768e+06,2.797646e-17,4.567585e-16,3.791095e-15,1.406816e-14,1.849872e-14
1.400688e+06,1.550471e-17,2.531381e-16,2.101046e-15,7.796653e-15,1.025209e-14
1.854781e+06,2.242699e-17,3.661549e-16,3.039086e-15,1.127757e-14,1.482927e-14
2.456088e+06,2.384509e-17,3.893075e-16,3.231252e-15,1.199067e-14,1.576695e-14
3.252334e+06,3.103013e-17,5.066144e-16,4.204899e-15,1.560372e-14,2.051788e-14
4.306717e+06,3.190713e-17,5.209327e-16,4.323742e-15,1.604473e-14,2.109778e-14
5.702924e+06,6.868312e-17,1.121357e-15,9.307264e-15,3.453780e-14,4.541496e-14
7.551770e+06,1.262699e-16,2.061550e-15,1.711087e-14,6.349574e-14,8.349278e-14
1.000000e+07,1.685756e-16,2.752254e-15,2.284371e-14,8.476943e-14,1.114663e-13
1.324193e+07,3.125526e-16,5.102900e-15,4.235407e-14,1.571693e-13,2.066674e-13
1.753487e+07,3.824094e-16,6.243419e-15,5.182038e-14,1.922973e-13,2.528585e-13
2.321954e+07,5.896365e-16,9.626718e-15,7.990176e-14,2.965029e-13,3.898821e-13
3.074715e+07,7.984165e-16,1.303537e-14,1.081936e-13,4.014894e-13,5.279325e-13
4.071516e+07,1.584969e-15,2.587704e-14,2.147794e-13,7.970128e-13,1.048020e-12
5.391472e+07,2.724101e-15,4.447512e-14,3.691435e-13,1.369834e-12,1.801243e-12
7.139348e+07,4.758785e-15,7.769446e-14,6.448640e-13,2.392989e-12,3.146625e-12
9.453873e+07,5.695098e-15,9.298119e-14,7.717439e-13,2.863821e-12,3.765738e-12
1.251875e+08,6.869866e-15,1.121611e-13,9.309369e-13,3.454561e-12,4.542523e-12
1.657724e+08,5.626284e-15,9.185771e-14,7.624190e-13,2.829217e-12,3.720237e-12
2.195146e+08,4.167736e-15,6.804466e-14,5.647707e-13,2.095776e-12,2.755809e-12
2.906797e+08,3.512873e-15,5.735303e-14,4.760302e-13,1.766473e-12,2.322798e-12
3.849159e+08,3.008554e-15,4.911925e-14,4.076898e-13,1.512873e-12,1.989330e-12
5.097029e+08,2.987576e-15,4.877675e-14,4.048470e-13,1.502324e-12,1.975458e-12
6.749449e+08,2.971839e-14,4.851983e-13,4.027146e-12,1.494411e-11,1.965053e-11
8.937571e+08,3.168839e-14,5.173615e-13,4.294101e-12,1.593474e-11,2.095314e-11
1.183507e+09,2.906678e-14,4.745597e-13,3.938846e-12,1.461644e-11,1.921967e-11
1.567191e+09,2.582581e-14,4.216459e-13,3.499661e-12,1.298669e-11,1.707666e-11
2.075263e+09,2.816743e-14,4.598764e-13,3.816974e-12,1.416419e-11,1.862500e-11
2.748048e+09,2.325995e-14,3.797543e-13,3.151961e-12,1.169643e-11,1.538005e-11
3.638946e+09,1.915256e-14,3.126948e-13,2.595367e-12,9.631000e-12,1.266414e-11
4.818666e+09,9.185825e-15,1.499727e-13,1.244773e-12,4.619158e-12,6.073893e-12
6.380843e+09,1.720667e-15,2.809252e-14,2.331679e-13,8.652496e-13,1.137747e-12
8.449466e+09,1.851292e-16,3.022517e-15,2.508689e-14,9.309352e-14,1.224119e-13
1.118872e+10,4.386832e-30,7.162175e-29,5.944605e-28,2.205950e-27,2.900681e-27
1.481603e+10,4.386832e-30,7.162175e-29,5.944605e-28,2.205950e-27,2.900681e-27
1.961927e+10,4.386832e-30,7.162175e-29,5.944605e-28,2.205950e-27,2.900681e-27
2.597970e+10,4.386832e-30,7.162175e-29,5.944605e-28,2.205950e-27,2.900681e-27
3.440213e+10,4.386832e-30,7.162175e-29,5.944605e-28,2.205950e-27,2.900681e-27
4.555506e+10,4.386832e-30,7.162175e-29,5.944605e-28,2.205950e-27,2.900681e-27
6.032368e+10,4.386832e-30,7.162175e-29,5.944605e-28,2.205950e-27,2.900681e-27
7.988018e+10,4.386832e-30,7.162175e-29,5.944605e-28,2.205950e-27,2.900681e-27
1.057768e+11,4.386832e-30,7.162175e-29,5.944605e-28,2.205950e-27,2.900681e-27
1.400688e+11,4.386832e-30,7.162175e-29,5.944605e-28,2.205950e-27,2.900681e-27
1.854781e+11,4.386832e-30,7.162175e-29,5.944605e-28,2.205950e-27,2.900681e-27
2.456088e+11,4.386832e-30,7.162175e-29,5.944605e-28,2.205950e-27,2.900681e-27
3.252334e+11,4.386832e-30,7.162175e-29,5.944605e-28,2.205950e-27,2.900681e-27
4.306717e+11,4.386832e-30,7.162175e-29,5.944605e-28,2.205950e-27,2.900681e-27
5.702924e+11,4.386832e-30,7.162175e-29,5.944605e-28,2.205950e-27,2.900681e-27
7.551770e+11,4.386832e-30,7.162175e-29,5.944605e-28,2.205950e-27,2.900681e-27
